source_id;country;site;species;variable;value;pubmed_id;reference
6683;Bangladesh;;Anopheles baimai;Chi;0.8;22336191;Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39
6683;Bangladesh;;Anopheles nigerrimus;Chi;0;22336191;Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39
9002;India;1;Anopheles subpictus;Chi;0.41;NA;Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000
9004;India;2;Anopheles dirus;Chi;0.905;9280007;Dutta P, Bhattacharyya DR, Khan SA, Sharma CK, Mahanta J. Feeding patterns of Anopheles dirus, the major vector of forest malaria in north east India. Southeast Asian J Trop Med Public Health. 1996
9005;Indonesia;;Anopheles aconitus;Chi;0.087;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles barbirostris;Chi;0.118;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles kochi;Chi;0.106;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles maculatus;Chi;0.315;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles sinensis;Chi;0.78;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles subpictus;Chi;0.148;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles sundaicus;Chi;0.538;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles tessellatus;Chi;0.104;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles vagus;Chi;0.454;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles balabacensis;Chi;0.098;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles bancroftii;Chi;0.9;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles farauti s.l.;Chi;0.9;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles flaviirostris;Chi;0.091;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles koliensis;Chi;0.741;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles leucosphyrus;Chi;0.99;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles nigerrimus;Chi;0.072;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9005;Indonesia;;Anopheles punctulatus;Chi;0.798;23876873;Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013
9006;PNG;Madang;Anopheles farauti;Chi;0.071;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles farauti;Chi;0.359;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;Chi;0.3864;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;Chi;0.469;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;Chi;0.598;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles farauti;Chi;0.651;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles farauti;Chi;0.667;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;Chi;0.714;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;Chi;0.808;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;Chi;0.861;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;Chi;0.875;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;Chi;0.889;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;Chi;0.985;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9008;Sri Lanka;;Anopheles aconitus;Chi;0.36;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles annularis;Chi;0.07;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles barbirostris;Chi;0.27;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles barbumbrosus;Chi;0.04;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles culicifacies;Chi;0.15;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles nigerrimus;Chi;0;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles pallidus;Chi;0;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles peditaeniatus;Chi;0.08;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles pseudojamesi;Chi;0.04;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles subpictus;Chi;0.166;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9008;Sri Lanka;;Anopheles vagus;Chi;0;27118141;Gunathilaka N, Denipitiya T, Hapugoda M, Abeyewickreme W, Wickremasinghe R. Determination of the foraging behaviour and blood meal source of malaria vector mosquitoes in Trincomalee District of Sri Lanka using a multiplex real time polymerase chain reaction assay. Malar J. 2016
9015;PNG;Madang (Bilbil);Anopheles farauti;Chi;0.52;3463014;Charlwood JD, Graves PM, Alpers MP. The ecology of the Anopheles punctulatus group of mosquitoes from Papua New Guinea: a review of recent work. PNG Med J. 1986
9015;PNG;Madang (Budip);Anopheles farauti;Chi;0.83;3463014;Charlwood JD, Graves PM, Alpers MP. The ecology of the Anopheles punctulatus group of mosquitoes from Papua New Guinea: a review of recent work. PNG Med J. 1986
9015;PNG;Madang (Maraga);Anopheles farauti;Chi;0.085;3463014;Charlwood JD, Graves PM, Alpers MP. The ecology of the Anopheles punctulatus group of mosquitoes from Papua New Guinea: a review of recent work. PNG Med J. 1986
9015;PNG;Madang (Bilbil);Anopheles koliensis;Chi;0.58;3463014;Charlwood JD, Graves PM, Alpers MP. The ecology of the Anopheles punctulatus group of mosquitoes from Papua New Guinea: a review of recent work. PNG Med J. 1986
9015;PNG;Madang (Budip);Anopheles koliensis;Chi;0.95;3463014;Charlwood JD, Graves PM, Alpers MP. The ecology of the Anopheles punctulatus group of mosquitoes from Papua New Guinea: a review of recent work. PNG Med J. 1986
9018;Dominican Republic;Dajabon;Anopheles albimanus;Chi;0.08;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
9018;Dominican Republic;Dajabon;Anopheles vestitipennis;Chi;0.12;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
6734;Solomon Islands;;Anopheles farauti;DailySurvival;0.7;21961990;Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287
6734;Solomon Islands;;Anopheles farauti;DailySurvival;0.675;21961990;Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287
6737;Solomon Islands;Guadalcanal;Anopheles farauti;DailySurvival;0.79;24528850;Bugoro, H., Hii, J.L., Butafa, C., Iro'ofa, C., Apairamo, A., Cooper, R.D., Chen, C.C. and Russell, T.L. (2014).  The bionomics of the malaria vector Anopheles farauti in Northern Guadalcanal, Solomon Islands: issues for successful vector control. Malaria Journal, 13(1):56
9001;PNG;Madang  (wet season);Anopheles farauti;gonotrophic_cycle;2.49;NA;Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985
9001;PNG;Madang (dry season);Anopheles farauti;gonotrophic_cycle;2.2;NA;Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985
9002;India;1;Anopheles subpictus;gonotrophic_cycle;4;NA;Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000
9010;India;4;Anopheles culicifacies;gonotrophic_cycle;4;NA;Mahmood F, Reisen WK. Duration of the gonotrophic cycles of Anopheles culifacies Giles and Anopheles stephensi Liston, with observations on reproductive activity and survivorship during winter in Punjab Province, Pakistan. Mosquito News. 1981
9010;India;4;Anopheles stephensi;gonotrophic_cycle;4.69;NA;Mahmood F, Reisen WK. Duration of the gonotrophic cycles of Anopheles culifacies Giles and Anopheles stephensi Liston, with observations on reproductive activity and survivorship during winter in Punjab Province, Pakistan. Mosquito News. 1981
9014;PNG;Madang (Umuin);Anopheles farauti;gonotrophic_cycle;2.1;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Umuin);Anopheles koliensis;gonotrophic_cycle;2.9;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Mebat);Anopheles punctulatus;gonotrophic_cycle;2.7;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Mebat);Anopheles koliensis;gonotrophic_cycle;2.4;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Maraga);Anopheles farauti;gonotrophic_cycle;3;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Butelgut);Anopheles koliensis;gonotrophic_cycle;3.2;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9014;PNG;Madang (Butelgut);Anopheles punctulatus;gonotrophic_cycle;3.7;NA;Charlwood JD, Graves PM, Birley MH. Capture-Recapture Studies with Mosquitos of the Group of Anopheles-Punctulatus Donitz (Diptera, Culicidae) from Papua- New-Guinea. Bulletin of Entomological Research. 1986
9018;Dominican Republic;Dajabon;Anopheles albimanus;gonotrophic_cycle;2.6;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
9023;Colombia ;Estimate for 28.1°C;Anopheles albimanus;gonotrophic_cycle;3;16184229;"Rua GL, Quinones ML, Velez ID, Zuluaga JS, Rojas W, Poveda G, et al. Laboratory estimation of the effects of increasing temperatures on the duration of gonotrophic cycle of Anopheles albimanus (Diptera: Culicidae). Mem Inst Oswaldo Cruz. 2005;100(5):515-20."
9018;Dominican Republic;Dajabon;Anopheles albimanus;gonotrophic_cycle;3.2;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
9019;Haiti;Bellevue;Anopheles albimanus;gonotrophic_cycle;4.375;9846229;"Molez JF, Desenfant P, Jacques JR. Bio-ecology of Anopheles albimanus Wiedeman, 1820 (Diptera : Culicidae) in Haiti (Hispaniola). Bulletin de la Societe de Pathologie Exotique. 1998;91(4):334-9."
9021;Dominican Republic;;Anopheles albimanus;HBI;0.055;NA;"Ricciardi ID. Definicion de los habitos alimentares de anophelinos de Guatemala y Republica Dominicana, por tecnicas de gel-precipitation. Rev Microbiol. 1971;2(3):107-12."
2408;Vietnam;Khoi;Anopheles aconitus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles aconitus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Village 4;Anopheles aconitus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Cha Ong Chan;Anopheles aconitus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles aconitus;indoor_resting_by_all_biting;0.03;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;;Anopheles barbirostris;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Van Duc A;Anopheles campestris;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles dirus;indoor_resting_by_all_biting;0.02;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Village 5;Anopheles dirus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Cha Ong Chan;Anopheles dirus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles dirus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles maculatus;indoor_resting_by_all_biting;0.02;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles maculatus;indoor_resting_by_all_biting;0.004;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Village 6;Anopheles maculatus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Cha Ong Chan;Anopheles maculatus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles maculatus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles minimus;indoor_resting_by_all_biting;0.67;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles minimus;indoor_resting_by_all_biting;0.08;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Village 7;Anopheles minimus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Cha Ong Chan;Anopheles minimus;indoor_resting_by_all_biting;0;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles minimus;indoor_resting_by_all_biting;0.04;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles minimus C;indoor_resting_by_all_biting;0.15;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
